Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,14.711523999999999,14.740656,14.187153,14.216285000000001,11.331158,2506500
2000-01-04,14.128889000000001,14.332810999999998,14.012362,14.128889000000001,11.261500999999999,1036200
2000-01-05,14.128889000000001,14.536734,14.128889000000001,14.361943,11.447254,960500
2000-01-06,14.391075,14.565866,14.303679,14.565866,11.609792,889400
2000-01-07,14.565866,15.061105,14.565866,14.973709,11.934865,1114500
2000-01-10,15.381554000000001,16.197243,15.32329,15.760266,12.561794,2767900
2000-01-11,15.643739000000002,15.905925,15.206763,15.206763,12.120619999999999,1572400
2000-01-12,15.206763,15.468948000000001,14.915446,15.352422,12.23672,1020600
2000-01-13,15.352422,15.614607999999999,15.32329,15.381554000000001,12.25994,941700
2000-01-14,15.381554000000001,15.585476000000002,15.235895000000001,15.265026999999998,12.167064,798200
2000-01-18,15.148499,15.352422,14.973709,15.061105,12.004528,949800
2000-01-19,14.944576999999999,15.352422,14.944576999999999,15.148499,12.074183,933600
2000-01-20,14.973709,15.177631,14.915446,15.002841,11.958083,880400
2000-01-21,15.002841,15.090237,14.886314000000002,14.944576999999999,11.91165,1187500
2000-01-24,14.944576999999999,14.944576999999999,14.041494,14.070625,11.215062,1540200
2000-01-25,14.041494,14.886314000000002,14.041494,14.420206,11.493692999999999,1266500
2000-01-26,14.449338000000001,14.507601999999999,14.099757,14.507601999999999,11.563353,1036000
2000-01-27,14.449338000000001,14.857183,14.449338000000001,14.565866,11.609792,1029900
2000-01-28,14.478470000000002,14.973709,14.332810999999998,14.361943,11.447254,2047400
2000-01-31,14.449338000000001,14.536734,14.187153,14.478470000000002,11.540132,1058900
2000-02-01,14.449338000000001,15.206763,14.420206,14.886314000000002,11.865206,966400
2000-02-02,14.769786999999999,15.031973,14.624128,14.653260000000001,11.679447999999999,767600
2000-02-03,14.653260000000001,15.148499,14.624128,15.031973,11.981306,1575300
2000-02-04,14.973709,15.818529000000002,14.915446,15.789398,12.585011999999999,1463600
2000-02-07,15.585476000000002,15.789398,15.148499,15.498079999999998,12.352814,1331800
2000-02-08,15.498079999999998,15.818529000000002,15.32329,15.614607999999999,12.445699000000001,1953000
2000-02-09,15.439817000000001,15.702003,15.206763,15.235895000000001,12.143844,1726000
2000-02-10,15.294158,15.294158,14.886314000000002,14.944576999999999,11.91165,1801300
2000-02-11,14.944576999999999,15.498079999999998,14.828051,15.235895000000001,12.143844,847200
2000-02-14,15.265026999999998,15.556344000000001,14.828051,15.031973,11.981306,1089600
2000-02-15,15.206763,15.585476000000002,14.973709,15.294158,12.190281,733300
2000-02-16,15.381554000000001,15.585476000000002,14.624128,15.235895000000001,12.143844,1230000
2000-02-17,15.119368,15.206763,14.332810999999998,14.740656,11.749108,1272800
2000-02-18,14.624128,14.886314000000002,14.245416,14.332810999999998,11.424033,707500
2000-02-22,14.332810999999998,14.332810999999998,13.80844,14.128889000000001,11.261500999999999,772500
2000-02-23,14.128889000000001,14.128889000000001,13.80844,13.837572,11.029302000000001,997300
2000-02-24,13.866704,13.866704,12.497512,12.759698,10.170178,1717700
2000-02-25,13.051015,13.604517999999999,12.992752000000001,12.992752000000001,10.355935,1563400
2000-02-28,12.701433999999999,13.138410999999998,12.672302,13.051015,10.402372,2012500
2000-02-29,13.051015,13.109279,12.672302,12.847093,10.239838,1932900
2000-03-01,12.78883,12.905356,12.701433999999999,12.817962,10.216616,1157100
2000-03-02,12.759698,12.847093,12.643171,12.759698,10.170178,877000
2000-03-03,12.614039,12.759698,12.497512,12.672302,10.100519,1283000
2000-03-06,12.643171,12.817962,12.380985,12.439249,9.914762,1751100
2000-03-07,12.439249,12.730566,12.380985,12.410117,9.891544999999999,2425000
2000-03-08,12.177063,12.78883,12.177063,12.526644000000001,9.984423,1631100
2000-03-09,12.468380999999999,12.584908,12.351853,12.584908,10.030855,830300
2000-03-10,12.555776,12.817962,12.497512,12.555776,10.007642,970200
2000-03-13,12.468380999999999,12.759698,12.439249,12.672302,10.100519,937800
2000-03-14,12.555776,12.96362,12.497512,12.78883,10.1934,1116000
2000-03-15,12.584908,13.254937,12.410117,13.021883,10.379153,1881600
2000-03-16,13.138410999999998,14.828051,13.051015,14.740656,11.749108,1739100
2000-03-17,14.798919,15.002841,14.624128,14.769786999999999,11.772329,1546400
2000-03-20,14.565866,14.740656,14.158021,14.274548000000001,11.377596,1213100
2000-03-21,14.216285000000001,14.798919,14.216285000000001,14.507601999999999,11.563353,782100
2000-03-22,14.594995999999998,14.944576999999999,14.187153,14.303679,11.400813000000001,1899800
2000-03-23,14.216285000000001,14.594995999999998,14.099757,14.507601999999999,11.563353,797400
2000-03-24,14.391075,14.886314000000002,13.983231,13.983231,11.145401,1090700
2000-03-27,14.449338000000001,14.449338000000001,14.128889000000001,14.128889000000001,11.261500999999999,862300
2000-03-28,13.866704,14.303679,13.866704,14.187153,11.307936999999999,931300
2000-03-29,14.158021,14.740656,14.012362,14.565866,11.654492,1407800
2000-03-30,14.624128,14.886314000000002,14.361943,14.478470000000002,11.584559,876100
2000-03-31,14.478470000000002,15.090237,14.332810999999998,14.682392000000002,11.747724,1039200
2000-04-03,14.711523999999999,15.177631,14.653260000000001,15.031973,12.027434,1081100
2000-04-04,14.915446,15.614607999999999,14.886314000000002,15.352422,12.283831,1456800
2000-04-05,15.352422,15.498079999999998,15.119368,15.148499,12.120667,691600
2000-04-06,15.32329,15.672870999999999,15.294158,15.556344000000001,12.446996,728400
2000-04-07,15.439817000000001,15.702003,14.828051,14.973709,11.980815,822100
2000-04-10,14.857183,15.206763,14.798919,15.061105,12.050737,578400
2000-04-11,14.944576999999999,15.410685999999998,14.944576999999999,15.294158,12.237214999999999,700500
2000-04-12,15.498079999999998,15.818529000000002,15.32329,15.468948000000001,12.377069,732300
2000-04-13,15.381554000000001,15.556344000000001,14.769786999999999,14.769786999999999,11.817654,790800
2000-04-14,14.857183,15.031973,14.158021,14.274548000000001,11.421401,923400
2000-04-17,14.565866,14.624128,13.80844,13.895835,11.118379,950400
2000-04-18,13.895835,14.391075,13.750176000000002,14.128889000000001,11.304852,1021700
2000-04-19,14.041494,14.420206,14.041494,14.216285000000001,11.374781,670900
2000-04-20,14.274548000000001,14.420206,14.158021,14.332810999999998,11.468017999999999,584300
2000-04-24,14.361943,14.740656,14.332810999999998,14.478470000000002,11.584559,935900
