Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,8.875,9.0,8.75,8.75,8.210309,900400
2000-01-04,8.796875,8.84375,8.625,8.640625,8.10768,892000
2000-01-05,8.703125,8.75,8.515625,8.6875,8.151664,1016800
2000-01-06,8.6875,8.765625,8.53125,8.6953,8.158982,1045200
2000-01-07,8.765625,9.078125,8.6875,9.015625,8.459551,1304800
2000-01-10,9.078125,9.21875,8.8125,8.859375,8.312939,1474800
2000-01-11,8.96875,9.109375,8.859375,8.859375,8.312939,1962800
2000-01-12,8.921875,9.0,8.59375,8.609375,8.078358,1040400
2000-01-13,8.515625,8.703125,8.46875,8.59375,8.063697,1389600
2000-01-14,8.625,8.703125,8.5,8.546875,8.019714,1209200
2000-01-18,8.578125,8.609375,8.53125,8.53125,8.00505,765600
2000-01-19,8.515625,8.5625,8.3125,8.328125,7.814456,941200
2000-01-20,8.34375,8.421875,8.078125,8.125,7.623858,1241600
2000-01-21,8.0,8.140625,7.796875,7.953125,7.462585000000001,1471600
2000-01-24,7.96875,8.0,7.53125,7.53125,7.066730000000001,1567200
2000-01-25,7.59375,7.734375,7.578125,7.625,7.1546970000000005,938000
2000-01-26,7.625,8.1875,7.578125,8.0625,7.565213000000001,1780000
2000-01-27,8.09375,8.09375,7.9375,7.96875,7.477245,959200
2000-01-28,8.015625,8.21875,8.0,8.15625,7.653179,824000
2000-01-31,8.125,8.171875,7.96875,7.96875,7.477245,1047200
2000-02-01,7.46875,8.171875,7.375,7.9375,7.447922999999999,3467600
2000-02-02,7.90625,8.03125,7.734375,7.953125,7.462585000000001,1629600
2000-02-03,7.84375,7.890625,7.71875,7.78125,7.301310000000001,1693200
2000-02-04,7.765625,7.796875,7.671875,7.671875,7.198681,942400
2000-02-07,7.609375,7.75,7.546875,7.59375,7.125375,1138800
2000-02-08,7.59375,7.59375,7.453125,7.515625,7.052067999999999,1420400
2000-02-09,7.5,7.5,7.390625,7.390625,6.93478,782800
2000-02-10,7.484375,7.546875,7.296875,7.453125,6.993424,1642800
